"","Emp ID","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","dept","salary","status"
"13923",12495,0.84,1,5,218,5,0,0,"technical","medium","left"
"13924",12496,0.82,0.99,4,263,6,0,0,"technical","medium","left"
"13925",12497,0.1,0.82,6,244,4,0,0,"technical","medium","left"
"13926",12498,0.59,0.49,7,263,4,0,0,"technical","medium","left"
"13927",12499,0.44,0.48,2,143,3,0,0,"technical","medium","left"
"13928",12500,0.89,0.95,2,181,5,0,0,"technical","medium","left"
"13929",12501,0.91,0.84,5,265,5,0,0,"technical","medium","left"
"13930",12502,0.66,0.57,5,161,5,0,0,"technical","high","left"
"13931",12503,0.11,0.87,7,282,5,0,0,"technical","low","left"
"13932",12504,0.43,0.51,2,155,3,0,0,"technical","medium","left"
"13933",12505,0.78,0.83,4,217,6,0,0,"support","medium","left"
"13934",12506,0.11,0.97,6,289,5,0,0,"support","medium","left"
"13935",12507,0.83,0.98,4,259,5,0,0,"support","medium","left"
"13936",12508,0.39,0.54,2,158,3,0,0,"support","low","left"
"13937",12509,0.38,0.55,2,158,3,0,0,"support","low","left"
"13938",12510,0.37,0.57,2,155,3,0,0,"support","low","left"
"13939",12511,0.44,0.48,2,146,3,0,0,"support","low","left"
"13940",12512,0.53,0.85,2,164,5,0,0,"support","low","left"
"13941",12513,0.09,0.96,6,259,4,0,0,"support","low","left"
"13942",12514,0.11,0.89,6,293,4,0,0,"support","low","left"
"13943",12515,0.83,0.96,5,275,5,0,0,"support","low","left"
"13944",12516,0.88,1,5,219,6,1,0,"technical","low","left"
"13945",12517,0.1,0.89,6,247,4,0,0,"technical","low","left"
"13946",12518,0.09,0.86,7,309,4,0,0,"technical","low","left"
"13947",12519,0.44,0.54,2,151,3,0,0,"management","low","left"
"13948",12520,0.39,0.51,2,129,3,0,0,"IT","low","left"
"13949",12521,0.87,0.94,4,274,5,0,0,"IT","low","left"
"13950",12522,0.74,0.99,4,233,5,0,0,"IT","low","left"
"13951",12523,0.1,0.95,7,289,4,0,0,"IT","low","left"
"13952",12524,0.74,0.82,4,239,6,0,0,"IT","low","left"
"13953",12525,0.75,0.99,5,221,5,0,0,"product_mng","low","left"
"13954",12526,0.41,0.56,2,150,3,0,0,"product_mng","low","left"
"13955",12527,0.41,0.45,2,144,3,1,0,"product_mng","low","left"
"13956",12528,0.09,0.9,7,289,4,0,0,"product_mng","low","left"
"13957",12529,0.09,0.8,6,301,5,0,0,"IT","medium","left"
"13958",12530,0.39,0.57,2,145,3,0,0,"accounting","medium","left"
"13959",12531,0.4,0.56,2,137,3,0,0,"accounting","medium","left"
"13960",12532,0.37,0.54,2,131,3,1,0,"hr","medium","left"
"13961",12533,0.1,0.84,6,246,4,0,0,"hr","medium","left"
"13962",12534,0.43,0.51,2,136,3,0,0,"hr","medium","left"
"13963",12535,0.75,0.85,5,240,6,1,0,"marketing","medium","left"
"13964",12536,0.37,0.56,2,156,3,0,0,"sales","medium","left"
"13965",12537,0.11,0.85,6,305,4,0,0,"accounting","medium","left"
"13966",12538,0.45,0.45,2,154,3,1,0,"support","medium","left"
"13967",12539,0.87,1,5,261,5,1,0,"technical","medium","left"
"13968",12540,0.11,0.94,7,244,4,0,0,"management","medium","left"
"13969",12541,0.45,0.54,2,129,3,0,0,"marketing","high","left"
"13970",12542,0.81,0.87,4,254,5,0,0,"marketing","low","left"
"13971",12543,0.77,0.91,5,236,5,0,0,"marketing","medium","left"
"13972",12544,0.89,0.92,5,237,5,0,0,"sales","medium","left"
"13973",12545,0.43,0.49,2,135,3,0,0,"sales","medium","left"
"13974",12546,0.78,1,5,236,5,0,0,"sales","medium","left"
"13975",12547,0.37,0.47,2,149,3,0,0,"sales","low","left"
"13976",12548,0.37,0.5,2,141,3,0,0,"sales","low","left"
"13977",12549,0.85,0.82,4,270,5,0,0,"sales","low","left"
"13978",12550,0.41,0.47,2,138,3,0,0,"sales","low","left"
"13979",12551,0.11,0.96,6,298,4,0,0,"sales","low","left"
"13980",12552,0.75,0.99,5,254,5,0,0,"sales","low","left"
"13981",12553,0.82,0.85,5,248,5,0,0,"sales","low","left"
"13982",12554,0.79,1,5,257,6,0,0,"sales","low","left"
"13983",12555,0.43,0.53,2,150,3,0,0,"sales","low","left"
"13984",12556,0.1,0.9,7,281,4,0,0,"sales","low","left"
"13985",12557,0.46,0.48,2,141,3,1,0,"sales","low","left"
"13986",12558,0.43,0.57,2,157,3,0,0,"sales","low","left"
"13987",12559,0.43,0.55,2,136,3,0,0,"sales","low","left"
"13988",12560,0.11,0.8,7,296,4,0,0,"sales","low","left"
"13989",12561,0.09,0.86,6,279,4,0,0,"sales","low","left"
"13990",12562,0.37,0.53,2,131,3,0,0,"sales","low","left"
"13991",12563,0.4,0.57,2,160,3,0,0,"accounting","low","left"
"13992",12564,0.1,0.77,7,291,4,0,0,"accounting","low","left"
"13993",12565,0.41,0.53,2,157,3,0,0,"accounting","low","left"
"13994",12566,0.79,0.58,3,294,4,0,0,"hr","low","left"
"13995",12567,0.11,0.79,7,310,4,0,0,"hr","low","left"
"13996",12568,0.1,0.97,6,282,4,0,0,"hr","medium","left"
"13997",12569,0.44,0.51,2,134,3,0,0,"hr","medium","left"
"13998",12570,0.25,0.46,4,214,4,0,0,"technical","medium","left"
"13999",12571,0.44,0.52,2,137,3,0,0,"technical","medium","left"
"14000",12572,0.73,1,4,252,5,0,0,"technical","medium","left"
"14001",12573,0.75,0.97,5,243,6,0,0,"technical","medium","left"
"14002",12574,0.36,0.47,2,148,3,0,0,"technical","medium","left"
"14003",12575,0.37,0.49,2,151,3,0,0,"technical","medium","left"
"14004",12576,0.39,0.49,2,129,3,0,0,"technical","medium","left"
"14005",12577,0.48,0.78,2,198,2,0,0,"technical","medium","left"
"14006",12578,0.57,0.72,4,275,6,0,0,"technical","medium","left"
"14007",12579,0.9,0.96,5,243,5,0,0,"technical","medium","left"
"14008",12580,0.39,0.55,2,159,3,0,0,"technical","high","left"
"14009",12581,0.44,0.51,2,145,3,0,0,"support","low","left"
"14010",12582,0.81,0.88,5,242,5,0,0,"support","medium","left"
"14011",12583,0.74,0.87,5,242,5,0,0,"support","medium","left"
"14012",12584,0.44,0.56,2,145,3,0,0,"support","medium","left"
"14013",12585,0.41,0.56,2,154,3,0,1,"support","medium","left"
"14014",12586,0.4,0.51,2,139,3,0,0,"support","low","left"
"14015",12587,0.46,0.57,2,152,3,0,0,"support","low","left"
"14016",12588,0.8,0.83,2,211,3,0,0,"support","low","left"
"14017",12589,0.87,0.9,5,258,5,0,0,"support","low","left"
"14018",12590,0.39,0.54,2,155,3,0,0,"support","low","left"
"14019",12591,0.38,0.55,2,148,3,0,0,"support","low","left"
"14020",12592,0.66,0.67,2,255,3,0,0,"technical","low","left"
"14021",12593,0.1,0.8,6,264,4,0,0,"technical","low","left"
"14022",12594,0.37,0.54,2,132,3,0,0,"technical","low","left"
"14023",12595,0.1,0.77,6,255,4,0,0,"management","low","left"
"14024",12596,0.09,0.87,5,263,4,0,0,"IT","low","left"
"14025",12597,0.86,0.84,5,222,5,0,0,"IT","low","left"
"14026",12598,0.11,0.9,6,263,4,0,0,"IT","low","left"
"14027",12599,0.37,0.46,2,157,3,0,0,"IT","low","left"
"14028",12600,0.11,0.92,7,307,4,0,0,"IT","low","left"
"14029",12601,0.77,0.98,5,259,6,0,0,"product_mng","low","left"
"14030",12602,0.84,0.94,5,222,6,0,0,"product_mng","low","left"
"14031",12603,0.1,0.84,7,250,4,0,0,"product_mng","low","left"
"14032",12604,0.83,0.9,5,245,5,0,0,"product_mng","low","left"
"14033",12605,0.11,0.79,6,292,4,0,0,"IT","low","left"
"14034",12606,0.86,0.92,5,252,5,0,0,"RandD","low","left"
"14035",12607,0.38,0.56,2,161,3,0,0,"RandD","medium","left"
"14036",12608,0.11,0.88,5,250,4,0,0,"RandD","medium","left"
"14037",12609,0.45,0.49,2,134,3,0,0,"RandD","medium","left"
"14038",12610,0.1,0.85,7,279,4,0,0,"RandD","medium","left"
"14039",12611,0.09,0.95,7,256,4,0,0,"marketing","medium","left"
"14040",12612,0.39,0.53,2,127,3,0,0,"sales","medium","left"
"14041",12613,0.37,0.47,2,138,3,1,0,"accounting","medium","left"
"14042",12614,0.81,0.97,5,243,5,0,0,"support","medium","left"
"14043",12615,0.09,0.9,7,296,4,0,0,"technical","medium","left"
"14044",12616,0.1,0.88,7,267,4,0,0,"management","medium","left"
"14045",12617,0.39,0.49,2,144,3,0,0,"marketing","medium","left"
"14046",12618,0.83,0.95,4,251,5,0,0,"marketing","medium","left"
"14047",12619,0.45,0.57,2,148,3,0,0,"marketing","high","left"
"14048",12620,0.43,0.51,2,141,3,0,0,"sales","low","left"
"14049",12621,0.8,0.75,3,268,2,0,0,"sales","medium","left"
"14050",12622,0.1,0.86,6,247,4,0,0,"sales","medium","left"
"14051",12623,0.1,0.55,2,247,4,0,0,"sales","medium","left"
"14052",12624,0.36,0.52,2,146,3,0,0,"sales","medium","left"
"14053",12625,0.38,0.5,2,140,3,0,0,"sales","low","left"
"14054",12626,0.78,0.98,5,263,6,0,0,"sales","low","left"
"14055",12627,0.44,0.49,2,145,3,0,0,"sales","low","left"
"14056",12628,0.41,0.46,2,156,3,1,0,"sales","low","left"
"14057",12629,0.72,0.85,5,244,6,0,0,"sales","low","left"
"14058",12630,0.46,0.54,2,144,3,0,0,"sales","low","left"
"14059",12631,0.1,0.9,7,286,4,0,0,"sales","low","left"
"14060",12632,0.34,0.67,4,141,2,0,0,"sales","low","left"
"14061",12633,0.11,0.89,6,260,5,0,0,"sales","low","left"
"14062",12634,0.38,0.56,2,154,3,0,0,"sales","low","left"
"14063",12635,0.82,0.92,5,225,5,0,0,"sales","low","left"
"14064",12636,0.39,0.57,2,127,3,0,0,"sales","low","left"
"14065",12637,0.44,0.53,2,140,3,0,0,"sales","low","left"
"14066",12638,0.43,0.52,2,147,3,0,0,"sales","low","left"
"14067",12639,0.84,0.83,4,227,5,0,0,"accounting","low","left"
"14068",12640,0.43,0.48,2,153,3,0,0,"accounting","low","left"
"14069",12641,0.37,0.52,2,128,3,0,0,"accounting","low","left"
"14070",12642,0.74,0.97,4,228,5,0,0,"hr","low","left"
"14071",12643,0.73,0.97,5,235,5,0,0,"hr","low","left"
"14072",12644,0.37,0.47,2,148,3,0,0,"hr","low","left"
"14073",12645,0.58,0.62,4,238,3,0,0,"hr","low","left"
"14074",12646,0.4,0.54,2,141,3,0,0,"technical","medium","left"
"14075",12647,0.51,0.83,5,249,4,0,0,"technical","medium","left"
"14076",12648,0.46,0.5,2,151,3,0,0,"technical","medium","left"
"14077",12649,0.45,0.54,2,129,3,0,0,"technical","medium","left"
"14078",12650,0.46,0.5,2,156,3,0,0,"technical","medium","left"
"14079",12651,0.39,0.45,2,134,3,0,0,"technical","medium","left"
"14080",12652,0.09,0.88,6,269,4,0,0,"technical","medium","left"
"14081",12653,0.09,0.77,6,290,4,0,0,"technical","medium","left"
"14082",12654,0.37,0.51,2,132,3,0,0,"technical","medium","left"
"14083",12655,0.1,0.89,7,308,4,0,0,"technical","medium","left"
"14084",12656,0.77,1,4,232,5,0,0,"technical","medium","left"
"14085",12657,0.79,0.86,5,235,5,0,0,"support","medium","left"
"14086",12658,0.43,0.55,2,130,3,0,0,"support","high","left"
"14087",12659,0.38,0.53,2,146,3,0,0,"support","low","left"
"14088",12660,0.77,0.91,5,221,6,0,0,"support","medium","left"
"14089",12661,0.44,0.5,2,130,3,0,0,"support","medium","left"
"14090",12662,0.39,0.46,2,136,3,0,0,"support","medium","left"
"14091",12663,0.78,0.89,5,274,6,0,0,"support","medium","left"
"14092",12664,0.1,0.79,6,256,5,0,0,"support","low","left"
"14093",12665,0.1,0.77,5,276,4,0,0,"support","low","left"
"14094",12666,0.75,0.85,5,267,5,0,0,"support","low","left"
"14095",12667,0.46,0.62,6,213,3,0,0,"support","low","left"
"14096",12668,0.91,0.97,4,274,6,0,0,"technical","low","left"
"14097",12669,0.1,0.92,6,258,4,0,0,"technical","low","left"
"14098",12670,0.72,0.6,3,153,5,0,0,"technical","low","left"
"14099",12671,0.11,0.95,6,245,4,0,0,"management","low","left"
"14100",12672,0.11,0.94,6,264,4,0,0,"IT","low","left"
"14101",12673,0.46,0.57,2,154,3,0,0,"IT","low","left"
"14102",12674,0.37,0.46,2,149,3,0,0,"IT","low","left"
"14103",12675,0.46,0.5,2,157,3,0,0,"IT","low","left"
"14104",12676,0.43,0.57,2,127,3,0,0,"IT","low","left"
"14105",12677,0.11,0.82,6,270,4,0,0,"product_mng","low","left"
"14106",12678,0.73,0.89,5,236,6,0,0,"product_mng","low","left"
"14107",12679,0.43,0.47,2,158,3,0,0,"product_mng","low","left"
"14108",12680,0.86,1,5,229,5,0,0,"product_mng","low","left"
"14109",12681,0.1,0.83,6,269,4,0,0,"IT","low","left"
"14110",12682,0.4,0.49,2,128,3,0,0,"sales","low","left"
"14111",12683,0.11,0.87,7,278,4,0,0,"sales","low","left"
"14112",12684,0.86,0.98,3,158,5,0,0,"sales","low","left"
"14113",12685,0.42,1,3,202,3,0,0,"sales","medium","left"
"14114",12686,0.79,0.84,4,240,5,0,0,"sales","medium","left"
"14115",12687,0.1,0.96,7,255,4,0,0,"marketing","medium","left"
"14116",12688,0.09,0.92,7,254,4,0,0,"sales","medium","left"
"14117",12689,0.09,0.82,6,257,4,0,0,"accounting","medium","left"
"14118",12690,0.87,1,4,228,5,0,0,"support","medium","left"
"14119",12691,0.36,0.49,2,145,3,0,0,"technical","medium","left"
"14120",12692,0.42,0.75,3,218,4,0,0,"management","medium","left"
"14121",12693,0.84,0.86,5,268,5,0,0,"marketing","medium","left"
"14122",12694,0.1,0.83,6,278,4,0,0,"marketing","medium","left"
"14123",12695,0.78,0.71,3,249,5,0,0,"marketing","medium","left"
"14124",12696,0.35,0.99,3,236,4,0,0,"sales","medium","left"
"14125",12697,0.1,0.81,7,291,4,0,0,"sales","high","left"
"14126",12698,0.11,0.8,6,306,4,0,0,"sales","low","left"
"14127",12699,0.43,0.48,2,135,3,0,0,"sales","medium","left"
"14128",12700,0.38,0.45,2,156,3,0,0,"sales","medium","left"
"14129",12701,0.46,0.54,2,143,3,0,0,"sales","medium","left"
"14130",12702,0.89,0.82,4,243,5,0,0,"sales","medium","left"
"14131",12703,0.45,0.5,2,147,3,0,0,"sales","low","left"
"14132",12704,0.44,0.53,2,159,3,0,0,"sales","low","left"
"14133",12705,0.74,0.54,5,216,3,0,0,"sales","low","left"
"14134",12706,0.45,0.54,2,152,3,0,0,"sales","low","left"
"14135",12707,0.79,0.93,4,226,5,0,0,"sales","low","left"
"14136",12708,0.79,0.91,5,271,5,0,0,"sales","low","left"
"14137",12709,0.11,0.87,6,255,4,0,0,"sales","low","left"
"14138",12710,0.42,0.48,2,140,3,0,0,"sales","low","left"
"14139",12711,0.64,0.9,6,252,2,0,0,"sales","low","left"
"14140",12712,0.4,0.55,2,159,3,0,0,"sales","low","left"
"14141",12713,0.84,0.98,5,270,5,0,0,"sales","low","left"
"14142",12714,0.73,0.92,5,232,5,0,0,"sales","low","left"
"14143",12715,0.4,0.51,2,144,3,0,0,"accounting","low","left"
"14144",12716,0.36,0.45,2,127,3,0,0,"accounting","low","left"
"14145",12717,0.43,0.47,2,131,3,0,0,"accounting","low","left"
"14146",12718,0.11,0.78,6,243,4,0,0,"hr","low","left"
"14147",12719,0.91,1,5,244,6,0,0,"hr","low","left"
"14148",12720,0.8,1,5,260,5,0,0,"hr","low","left"
"14149",12721,0.42,0.49,2,139,3,0,0,"hr","low","left"
"14150",12722,0.31,0.87,4,184,3,0,0,"technical","low","left"
"14151",12723,0.44,0.47,2,130,3,0,0,"technical","low","left"
"14152",12724,0.38,0.54,2,135,3,0,0,"technical","medium","left"
"14153",12725,0.45,0.56,2,146,3,0,0,"technical","medium","left"
"14154",12726,0.43,0.46,2,149,3,0,0,"technical","medium","left"
"14155",12727,0.45,0.46,2,153,3,1,0,"technical","medium","left"
"14156",12728,0.43,0.57,2,160,3,0,0,"technical","medium","left"
"14157",12729,0.43,0.49,2,160,3,0,0,"technical","medium","left"
"14158",12730,0.09,0.83,6,282,4,0,0,"technical","medium","left"
"14159",12731,0.43,0.47,2,128,3,0,0,"technical","medium","left"
"14160",12732,0.79,0.94,4,232,5,0,0,"technical","medium","left"
"14161",12733,0.85,0.58,3,226,2,0,0,"support","medium","left"
"14162",12734,0.38,0.45,2,129,3,0,0,"support","medium","left"
"14163",12735,0.11,0.92,7,255,4,0,0,"support","medium","left"
"14164",12736,0.83,0.99,5,258,5,0,0,"support","high","left"
"14165",12737,0.81,0.91,4,229,5,0,0,"support","low","left"
"14166",12738,0.42,0.56,2,143,3,0,0,"support","medium","left"
"14167",12739,0.11,0.87,6,257,4,0,0,"support","medium","left"
"14168",12740,0.11,0.85,7,275,4,0,0,"support","medium","left"
"14169",12741,0.1,0.89,7,291,4,0,0,"support","medium","left"
"14170",12742,0.5,0.54,5,153,4,0,0,"support","low","left"
"14171",12743,0.44,0.49,2,154,3,0,0,"support","low","left"
"14172",12744,0.11,0.9,6,301,4,0,0,"technical","low","left"
"14173",12745,0.39,0.52,2,134,3,0,0,"technical","low","left"
"14174",12746,0.11,0.78,6,245,4,0,0,"technical","low","left"
"14175",12747,0.36,0.5,2,132,3,0,0,"management","low","left"
"14176",12748,0.43,0.51,2,130,3,0,0,"IT","low","left"
"14177",12749,0.4,0.5,2,127,3,0,0,"IT","low","left"
"14178",12750,0.86,0.84,4,246,6,0,0,"IT","low","left"
"14179",12751,0.38,0.49,2,145,3,0,0,"IT","low","left"
"14180",12752,0.46,0.45,2,138,3,0,1,"IT","low","left"
"14181",12753,0.37,0.57,2,129,3,0,0,"product_mng","low","left"
"14182",12754,0.43,0.52,2,150,3,0,0,"product_mng","low","left"
"14183",12755,0.66,0.93,5,253,5,0,0,"product_mng","low","left"
"14184",12756,0.37,0.48,2,160,3,0,0,"product_mng","low","left"
"14185",12757,0.77,0.92,5,235,5,0,0,"IT","low","left"
"14186",12758,0.38,0.55,2,151,3,0,0,"sales","low","left"
"14187",12759,0.39,0.54,2,127,3,0,0,"sales","low","left"
"14188",12760,0.41,0.55,2,151,3,0,0,"sales","low","left"
"14189",12761,0.1,0.9,7,290,4,0,0,"sales","low","left"
"14190",12762,0.09,0.93,6,249,4,0,0,"sales","low","left"
"14191",12763,0.41,0.47,2,131,3,0,0,"marketing","medium","left"
"14192",12764,0.39,0.46,2,159,3,0,0,"sales","medium","left"
"14193",12765,0.83,0.99,4,223,5,0,0,"accounting","medium","left"
"14194",12766,0.09,0.87,3,214,2,0,0,"support","medium","left"
"14195",12767,0.75,0.81,5,227,5,0,0,"technical","medium","left"
"14196",12768,0.44,0.54,2,127,3,0,0,"management","medium","left"
"14197",12769,0.1,0.84,6,293,5,0,0,"marketing","medium","left"
"14198",12770,0.42,0.46,2,141,3,0,0,"marketing","medium","left"
"14199",12771,0.1,0.83,6,300,4,0,0,"marketing","medium","left"
"14200",12772,0.1,0.86,6,309,4,0,0,"sales","medium","left"
"14201",12773,0.31,0.77,4,149,3,0,0,"sales","medium","left"
"14202",12774,0.42,0.54,2,159,3,0,0,"sales","medium","left"
"14203",12775,0.38,0.5,2,152,3,0,0,"sales","high","left"
"14204",12776,0.39,0.57,2,158,3,0,0,"sales","low","left"
"14205",12777,0.1,0.97,6,254,5,0,0,"sales","medium","left"
"14206",12778,0.11,0.93,6,294,4,0,0,"sales","medium","left"
"14207",12779,0.1,0.92,7,269,4,0,0,"sales","medium","left"
"14208",12780,0.11,0.9,7,247,4,0,0,"sales","medium","left"
"14209",12781,0.44,0.65,3,271,4,0,0,"sales","low","left"
"14210",12782,0.91,0.96,4,232,5,0,0,"sales","low","left"
"14211",12783,0.72,1,4,245,5,0,0,"sales","low","left"
"14212",14212,0.38,0.53,2,157,3,0,0,"sales","low","left"
"14213",14213,0.8,0.86,5,262,6,0,0,"sales","medium","left"
"14214",14214,0.11,0.88,7,272,4,0,0,"sales","medium","left"
"14215",14215,0.72,0.87,5,223,5,0,0,"sales","low","left"
"14216",14216,0.37,0.52,2,159,3,0,0,"sales","low","left"
"14217",14217,0.41,0.5,2,153,3,0,0,"sales","low","left"
"14218",14218,0.1,0.77,6,247,4,0,0,"sales","low","left"
"14219",14219,0.92,0.85,5,259,5,0,0,"sales","low","left"
"14220",14220,0.89,1,5,224,5,0,0,"sales","low","left"
"14221",14221,0.42,0.53,2,142,3,0,0,"sales","low","left"
"14222",14222,0.45,0.54,2,135,3,0,0,"sales","low","left"
"14223",14223,0.11,0.81,6,305,4,0,0,"sales","low","left"
"14224",14224,0.84,0.92,4,234,5,0,0,"sales","low","left"
"14225",14225,0.41,0.55,2,148,3,0,0,"sales","low","left"
"14226",14226,0.36,0.56,2,137,3,0,0,"sales","low","left"
"14227",14227,0.38,0.54,2,143,3,0,0,"sales","low","left"
"14228",14228,0.45,0.47,2,160,3,0,0,"sales","low","left"
"14229",14229,0.78,0.99,4,255,6,0,0,"sales","low","left"
"14230",14230,0.45,0.51,2,160,3,1,1,"sales","low","left"
"14231",14231,0.76,0.89,5,262,5,0,0,"sales","low","left"
"14232",14232,0.11,0.83,6,282,4,0,0,"sales","low","left"
"14233",14233,0.38,0.55,2,147,3,0,0,"sales","low","left"
"14234",14234,0.09,0.95,6,304,4,0,0,"sales","low","left"
"14235",14235,0.46,0.57,2,139,3,0,0,"sales","low","left"
"14236",14236,0.4,0.53,2,158,3,0,0,"sales","low","left"
"14237",14237,0.89,0.92,5,242,5,0,0,"sales","low","left"
"14238",14238,0.82,0.87,4,239,5,0,0,"sales","low","left"
"14239",14239,0.4,0.49,2,135,3,0,0,"sales","low","left"
"14240",14240,0.41,0.46,2,128,3,0,0,"accounting","low","left"
"14241",14241,0.38,0.5,2,132,3,0,0,"accounting","low","left"
"14242",14242,0.09,0.62,6,294,4,0,0,"accounting","low","left"
"14243",14243,0.45,0.57,2,134,3,0,0,"hr","low","left"
"14244",14244,0.4,0.51,2,145,3,0,0,"hr","low","left"
"14245",14245,0.45,0.55,2,140,3,0,0,"hr","low","left"
"14246",14246,0.84,0.87,4,246,6,0,0,"hr","low","left"
"14247",14247,0.1,0.94,6,255,4,0,0,"technical","low","left"
"14248",14248,0.38,0.46,2,137,3,0,0,"technical","low","left"
"14249",14249,0.45,0.5,2,126,3,0,0,"technical","low","left"
"14250",14250,0.11,0.89,6,306,4,0,0,"technical","low","left"
"14251",14251,0.41,0.54,2,152,3,0,0,"technical","low","left"
"14252",14252,0.87,0.88,5,269,5,0,0,"technical","low","left"
"14253",14253,0.45,0.48,2,158,3,0,0,"technical","low","left"
"14254",14254,0.4,0.46,2,127,3,0,0,"technical","low","left"
"14255",14255,0.1,0.8,7,281,4,0,0,"technical","low","left"
"14256",14256,0.09,0.89,6,276,4,0,0,"technical","low","left"
"14257",14257,0.84,0.74,3,182,4,0,0,"technical","low","left"
"14258",14258,0.4,0.55,2,147,3,0,0,"support","low","left"
"14259",14259,0.57,0.7,3,273,6,0,0,"support","low","left"
"14260",14260,0.4,0.54,2,148,3,0,0,"support","low","left"
"14261",14261,0.43,0.47,2,147,3,0,0,"support","low","left"
"14262",14262,0.13,0.78,6,152,2,0,0,"support","low","left"
"14263",14263,0.44,0.55,2,135,3,0,0,"support","low","left"
"14264",14264,0.38,0.55,2,134,3,0,0,"support","low","left"
"14265",14265,0.39,0.54,2,132,3,0,0,"support","low","left"
"14266",14266,0.1,0.92,7,307,4,0,0,"support","low","left"
"14267",14267,0.37,0.46,2,140,3,0,0,"support","low","left"
"14268",14268,0.11,0.94,7,255,4,0,0,"support","low","left"
"14269",14269,0.1,0.81,6,309,4,0,0,"technical","low","left"
"14270",14270,0.38,0.54,2,128,3,0,0,"technical","low","left"
"14271",14271,0.85,1,4,225,5,0,0,"technical","low","left"
"14272",14272,0.85,0.91,5,226,5,0,0,"management","medium","left"
"14273",14273,0.11,0.93,7,308,4,0,0,"IT","medium","left"
"14274",14274,0.1,0.95,6,244,5,0,0,"IT","medium","left"
"14275",14275,0.36,0.56,2,132,3,0,0,"IT","medium","left"
"14276",14276,0.11,0.94,6,286,4,0,0,"IT","medium","left"
"14277",14277,0.81,0.7,6,161,4,0,0,"IT","medium","left"
"14278",14278,0.43,0.54,2,153,3,0,0,"product_mng","medium","left"
"14279",14279,0.9,0.98,4,264,6,0,0,"product_mng","medium","left"
"14280",14280,0.76,0.86,5,223,5,1,0,"product_mng","medium","left"
"14281",14281,0.43,0.5,2,135,3,0,0,"product_mng","medium","left"
"14282",14282,0.74,0.99,2,277,3,0,0,"IT","medium","left"
"14283",14283,0.09,0.77,5,275,4,0,0,"product_mng","medium","left"
"14284",14284,0.45,0.49,2,149,3,0,0,"product_mng","high","left"
"14285",14285,0.09,0.87,7,295,4,0,0,"product_mng","low","left"
"14286",14286,0.11,0.97,6,277,4,0,0,"product_mng","medium","left"
"14287",14287,0.11,0.79,7,306,4,0,0,"product_mng","medium","left"
"14288",14288,0.1,0.83,6,295,4,0,0,"product_mng","medium","left"
"14289",14289,0.4,0.54,2,137,3,0,0,"marketing","medium","left"
"14290",14290,0.43,0.56,2,157,3,0,0,"sales","low","left"
"14291",14291,0.39,0.56,2,142,3,0,0,"accounting","low","left"
"14292",14292,0.45,0.54,2,140,3,0,0,"support","low","left"
"14293",14293,0.38,0.49,2,151,3,0,0,"technical","low","left"
"14294",14294,0.79,0.59,4,139,3,0,1,"management","low","left"
"14295",14295,0.84,0.85,4,249,6,0,0,"marketing","low","left"
"14296",14296,0.11,0.77,6,291,4,0,0,"marketing","low","left"
"14297",14297,0.11,0.87,6,305,4,0,0,"marketing","low","left"
"14298",14298,0.17,0.84,5,232,3,0,0,"sales","low","left"
"14299",14299,0.44,0.45,2,132,3,0,0,"sales","low","left"
"14300",14300,0.37,0.57,2,130,3,0,0,"sales","low","left"
"14301",14301,0.1,0.79,6,291,4,0,0,"sales","low","left"
"14302",14302,0.4,0.5,2,130,3,0,0,"sales","low","left"
"14303",14303,0.89,1,5,246,5,0,0,"sales","low","left"
"14304",14304,0.42,0.48,2,143,3,0,0,"sales","low","left"
"14305",14305,0.46,0.55,2,129,3,0,0,"sales","low","left"
"14306",14306,0.09,0.83,6,255,4,0,0,"sales","low","left"
"14307",14307,0.37,0.51,2,155,3,0,0,"sales","low","left"
"14308",14308,0.1,0.77,6,265,4,0,0,"sales","low","left"
"14309",14309,0.1,0.84,6,279,4,0,0,"sales","low","left"
"14310",14310,0.11,0.97,6,284,4,0,0,"sales","low","left"
"14311",14311,0.9,1,5,221,6,0,0,"sales","medium","left"
"14312",14312,0.38,0.52,2,154,3,0,0,"sales","medium","left"
"14313",14313,0.36,0.52,2,147,3,0,0,"sales","medium","left"
"14314",14314,0.42,0.46,2,150,3,0,0,"sales","medium","left"
"14315",14315,0.09,0.94,7,267,4,0,0,"sales","medium","left"
"14316",14316,0.43,0.52,2,158,3,0,0,"sales","medium","left"
"14317",14317,0.24,0.46,7,224,5,0,0,"accounting","medium","left"
"14318",14318,0.91,1,4,257,5,0,0,"accounting","medium","left"
"14319",14319,0.44,0.5,2,148,3,0,0,"accounting","medium","left"
"14320",14320,0.71,0.87,3,177,4,0,0,"hr","medium","left"
"14321",14321,0.4,0.49,2,155,3,0,0,"hr","medium","left"
"14322",14322,0.43,0.47,2,144,3,0,0,"hr","medium","left"
"14323",14323,0.09,0.85,6,289,4,0,0,"hr","high","left"
"14324",14324,0.43,0.52,2,160,3,0,0,"technical","low","left"
"14325",14325,0.9,0.96,4,258,5,0,0,"technical","medium","left"
"14326",14326,0.84,1,5,234,5,0,0,"technical","medium","left"
"14327",14327,0.37,0.48,2,137,3,0,0,"technical","medium","left"
